Date,City,AQI,AQI_Stationary
2025-01-18 02:00:00+00:00,New York,44.299995,15.191658000000004
2025-01-18 03:00:00+00:00,New York,45.033325,14.308321
2025-01-18 04:00:00+00:00,New York,45.61666,13.299990000000001
2025-01-18 05:00:00+00:00,New York,46.1,12.233327000000003
2025-01-18 06:00:00+00:00,New York,46.316658,10.891655
2025-01-18 07:00:00+00:00,New York,46.183327,9.241656999999996
2025-01-18 08:00:00+00:00,New York,45.65,7.333334000000001
2025-01-18 09:00:00+00:00,New York,44.700005,5.225004999999996
2025-01-18 10:00:00+00:00,New York,43.533333,2.8833389999999994
2025-01-18 11:00:00+00:00,New York,42.36667,0.6666729999999959
2025-01-18 12:00:00+00:00,New York,41.38334,-0.8333200000000005
2025-01-18 13:00:00+00:00,New York,40.366676,-2.5333180000000013
2025-01-18 14:00:00+00:00,New York,39.683334,-3.7666559999999976
2025-01-18 15:00:00+00:00,New York,39.2,-5.066662999999998
2025-01-18 16:00:00+00:00,New York,39.075,-5.441662999999998
2025-01-18 17:00:00+00:00,New York,39.116665,-5.599995
2025-01-18 18:00:00+00:00,New York,39.283333,-5.383323000000004
2025-01-18 19:00:00+00:00,New York,39.641666,-4.658329000000002
2025-01-18 20:00:00+00:00,New York,40.65,-2.799990000000001
2025-01-18 21:00:00+00:00,New York,42.88334,0.7333459999999974
2025-01-18 22:00:00+00:00,New York,45.433327,4.316666999999995
2025-01-18 23:00:00+00:00,New York,47.299995,5.983337000000006
2025-01-19 00:00:00+00:00,New York,49.033325,7.249991999999999
2025-01-19 01:00:00+00:00,New York,53.36666,10.083327000000004
2025-01-19 02:00:00+00:00,New York,56.19999,11.899994999999997
2025-01-19 03:00:00+00:00,New York,57.433342,12.400017000000005
2025-01-19 04:00:00+00:00,New York,58.36667,12.750009999999996
2025-01-19 05:00:00+00:00,New York,58.73333,12.63333
2025-01-19 06:00:00+00:00,New York,58.35,12.033342000000005
2025-01-19 07:00:00+00:00,New York,57.483337,11.30001
2025-01-19 08:00:00+00:00,New York,56.51667,10.86667
2025-01-19 09:00:00+00:00,New York,55.666664,10.966659
2025-01-19 10:00:00+00:00,New York,54.983337,11.450004
2025-01-19 11:00:00+00:00,New York,54.549995,12.183325000000004
2025-01-19 12:00:00+00:00,New York,54.283333,12.899993000000002
2025-01-19 13:00:00+00:00,New York,53.450005,13.083328999999999
2025-01-19 14:00:00+00:00,New York,52.65,12.966665999999996
2025-01-19 15:00:00+00:00,New York,51.65,12.449999999999996
2025-01-19 16:00:00+00:00,New York,50.51667,11.441669999999995
2025-01-19 17:00:00+00:00,New York,49.35,10.233335000000004
2025-01-19 18:00:00+00:00,New York,48.316658,9.033324999999998
