Time,AQI,PM2.5,PM10,CO,NO2,SO2,O3
2026-02-01T06:00,49,28.4,31.8,1286.0,42.4,15.7,19.0
2026-02-01T07:00,51,43.9,48.9,1544.0,42.6,16.4,19.0
2026-02-01T08:00,54,38.0,41.8,1361.0,37.7,15.7,43.0
2026-02-01T09:00,57,30.9,34.9,953.0,30.8,14.7,77.0
2026-02-01T10:00,58,25.7,29.1,626.0,24.2,13.2,107.0
2026-02-01T11:00,59,21.9,25.0,499.0,18.3,10.9,128.0
2026-02-01T12:00,63,18.9,22.1,452.0,12.6,8.1,144.0
2026-02-01T13:00,64,16.6,19.7,428.0,8.7,5.9,154.0
2026-02-01T14:00,65,14.8,17.8,404.0,6.6,4.6,156.0
2026-02-01T15:00,64,13.3,16.2,403.0,6.1,3.8,151.0
2026-02-01T16:00,62,11.8,14.6,436.0,8.3,4.0,141.0
2026-02-01T17:00,54,12.8,15.4,532.0,15.4,5.8,121.0
2026-02-01T18:00,42,19.0,22.2,663.0,25.1,8.6,96.0
2026-02-01T19:00,40,20.0,22.1,750.0,32.7,11.5,79.0
2026-02-01T20:00,40,17.6,19.9,759.0,30.9,11.2,76.0
2026-02-01T21:00,40,16.6,18.7,724.0,28.4,10.8,72.0
2026-02-01T22:00,40,16.4,18.5,677.0,27.1,10.5,67.0
2026-02-01T23:00,41,16.4,18.6,608.0,27.7,10.4,60.0
2026-02-02T00:00,41,16.6,18.9,527.0,29.4,10.4,53.0
2026-02-02T01:00,41,18.7,20.9,488.0,31.4,10.5,45.0
2026-02-02T02:00,42,21.6,23.9,487.0,33.7,10.4,37.0
2026-02-02T03:00,43,25.6,28.1,529.0,36.3,10.5,28.0
2026-02-02T04:00,45,28.8,30.9,682.0,38.6,11.1,22.0
2026-02-02T05:00,46,30.0,32.0,1089.0,41.1,13.2,16.0
2026-02-02T06:00,47,31.7,33.8,1608.0,43.2,16.0,13.0
2026-02-02T07:00,48,38.2,41.4,1880.0,39.6,15.2,21.0
2026-02-02T08:00,47,33.8,36.6,1681.0,34.1,14.1,48.0
2026-02-02T09:00,46,26.0,28.4,1236.0,26.3,12.5,86.0
2026-02-02T10:00,51,21.7,23.7,861.0,19.2,10.6,116.0
2026-02-02T11:00,60,17.9,19.7,675.0,13.6,8.2,131.0
2026-02-02T12:00,61,13.7,15.4,560.0,8.8,5.5,137.0
2026-02-02T13:00,62,10.6,12.2,474.0,5.6,3.5,139.0
2026-02-02T14:00,61,8.5,10.0,396.0,4.1,2.5,136.0
2026-02-02T15:00,59,7.2,8.3,349.0,4.2,2.2,128.0
2026-02-02T16:00,52,6.8,7.9,357.0,6.7,2.8,118.0
2026-02-02T17:00,43,9.8,11.4,462.0,13.4,4.8,105.0
2026-02-02T18:00,39,17.8,19.8,623.0,22.4,7.7,90.0
2026-02-02T19:00,39,21.9,24.6,744.0,30.7,10.6,82.0
2026-02-02T20:00,39,19.7,22.4,771.0,29.1,10.6,77.0
2026-02-02T21:00,40,17.6,19.9,759.0,27.1,10.6,69.0
2026-02-02T22:00,40,17.3,19.4,773.0,26.7,10.7,60.0
2026-02-02T23:00,40,20.1,21.9,866.0,29.4,10.9,49.0
2026-02-03T00:00,40,22.7,24.4,984.0,33.6,11.3,38.0
2026-02-03T01:00,41,22.5,24.2,1037.0,37.2,11.7,28.0
2026-02-03T02:00,42,22.4,23.9,935.0,38.9,12.0,22.0
2026-02-03T03:00,42,22.8,24.3,767.0,39.9,12.4,18.0
2026-02-03T04:00,42,23.9,25.3,707.0,41.2,13.7,15.0
2026-02-03T05:00,41,25.7,27.1,899.0,43.5,16.7,12.0
2026-02-03T06:00,40,28.9,30.3,1199.0,46.2,20.6,11.0
2026-02-03T07:00,40,39.8,42.0,1351.0,45.1,23.7,18.0
2026-02-03T08:00,40,31.7,34.0,1204.0,42.8,22.8,32.0
2026-02-03T09:00,40,28.3,31.2,908.0,39.3,21.5,52.0
2026-02-03T10:00,40,25.3,28.5,656.0,34.7,19.2,71.0
2026-02-03T11:00,40,21.0,24.1,516.0,27.8,15.2,89.0
2026-02-03T12:00,45,17.9,21.0,419.0,19.7,10.3,107.0
2026-02-03T13:00,52,14.6,17.3,356.0,13.7,6.5,118.0
2026-02-03T14:00,55,12.5,14.9,317.0,10.1,4.4,122.0
2026-02-03T15:00,53,11.3,13.3,311.0,8.6,3.3,119.0
2026-02-03T16:00,47,10.9,12.8,356.0,11.3,3.5,110.0
2026-02-03T17:00,44,12.7,15.0,485.0,21.8,5.7,91.0
2026-02-03T18:00,45,20.7,22.9,665.0,36.6,9.1,65.0
2026-02-03T19:00,45,33.2,36.3,817.0,48.2,13.6,42.0
2026-02-03T20:00,47,38.2,41.1,904.0,49.4,14.7,37.0
2026-02-03T21:00,50,39.1,41.7,964.0,50.9,16.1,30.0
2026-02-03T22:00,54,37.3,39.5,1027.0,51.2,16.2,25.0
2026-02-03T23:00,57,32.0,33.9,1121.0,48.8,13.7,23.0
2026-02-04T00:00,59,27.3,28.9,1219.0,45.1,9.9,23.0
2026-02-04T01:00,60,26.4,28.0,1270.0,42.7,7.0,23.0
2026-02-04T02:00,60,26.3,27.8,1234.0,42.6,5.8,22.0
2026-02-04T03:00,60,23.6,25.0,1151.0,43.8,5.6,21.0
2026-02-04T04:00,60,19.4,20.6,1085.0,45.5,6.6,19.0
2026-02-04T05:00,60,17.9,19.1,1067.0,48.1,9.3,15.0
2026-02-04T06:00,59,18.5,19.7,1066.0,51.2,13.2,11.0
2026-02-04T07:00,58,36.9,38.0,1057.0,45.2,12.9,19.0
2026-02-04T08:00,57,18.2,19.2,1040.0,40.4,12.5,37.0
2026-02-04T09:00,55,15.2,16.4,1015.0,33.7,12.0,63.0
2026-02-04T10:00,53,15.4,16.5,961.0,28.3,11.8,88.0
2026-02-04T11:00,51,16.5,17.5,851.0,25.4,12.2,109.0
2026-02-04T12:00,59,17.0,17.8,711.0,23.8,12.8,129.0
2026-02-04T13:00,62,16.9,17.2,602.0,22.8,13.0,143.0
2026-02-04T14:00,63,17.9,18.3,540.0,21.7,12.2,149.0
2026-02-04T15:00,63,17.5,18.0,508.0,21.2,11.0,149.0
2026-02-04T16:00,62,21.9,22.6,515.0,22.6,10.4,142.0
2026-02-04T17:00,55,19.4,20.3,589.0,27.8,11.1,123.0
2026-02-04T18:00,55,22.4,24.6,702.0,34.8,12.4,98.0
2026-02-04T19:00,56,29.9,32.7,778.0,35.0,12.8,78.0
2026-02-04T20:00,55,26.3,28.6,785.0,33.0,12.5,75.0
2026-02-04T21:00,53,22.2,24.3,754.0,30.3,12.0,71.0
2026-02-04T22:00,50,19.5,21.7,706.0,28.2,11.4,67.0
2026-02-04T23:00,47,17.1,19.0,632.0,27.2,10.6,64.0
2026-02-05T00:00,45,15.0,16.8,540.0,27.0,9.6,60.0
2026-02-05T01:00,43,14.2,15.9,477.0,27.3,9.1,56.0
2026-02-05T02:00,41,14.6,16.3,445.0,28.3,9.2,51.0
2026-02-05T03:00,39,15.7,17.5,442.0,30.0,9.8,45.0
2026-02-05T04:00,39,17.6,19.5,511.0,32.2,10.8,39.0
2026-02-05T05:00,39,20.3,22.4,723.0,35.9,12.5,32.0
2026-02-05T06:00,39,23.4,25.6,1008.0,40.2,14.6,25.0
2026-02-05T07:00,39,34.9,38.3,1198.0,42.7,15.8,23.0
2026-02-05T08:00,39,28.9,32.9,1222.0,38.5,15.6,39.0
2026-02-05T09:00,40,30.0,35.0,1151.0,32.6,15.4,62.0
2026-02-05T10:00,42,31.5,36.8,1034.0,26.9,15.2,89.0
2026-02-05T11:00,55,32.0,35.3,847.0,21.5,15.3,122.0
2026-02-05T12:00,65,37.6,39.5,613.0,16.4,15.5,159.0
2026-02-05T13:00,70,38.5,40.3,454.0,13.5,15.4,183.0
2026-02-05T14:00,70,41.4,43.2,436.0,14.2,14.6,187.0
2026-02-05T15:00,69,39.1,41.0,492.0,17.1,13.3,179.0
2026-02-05T16:00,66,35.4,37.0,547.0,20.2,12.3,164.0
2026-02-05T17:00,62,27.1,30.7,578.0,23.5,11.6,140.0
2026-02-05T18:00,61,23.6,26.0,607.0,27.1,11.1,110.0
2026-02-05T19:00,61,19.2,21.2,621.0,27.2,9.2,85.0
2026-02-05T20:00,61,17.5,19.6,614.0,27.2,9.4,80.0
2026-02-05T21:00,61,16.4,18.7,591.0,27.1,9.7,72.0
2026-02-05T22:00,60,16.3,18.6,556.0,26.9,9.8,66.0
2026-02-05T23:00,60,15.7,17.9,500.0,26.4,9.4,63.0
2026-02-06T00:00,60,14.4,16.6,432.0,25.8,8.7,60.0
2026-02-06T01:00,60,13.6,15.8,383.0,25.5,8.2,58.0
2026-02-06T02:00,60,13.4,15.5,358.0,25.5,8.1,55.0
2026-02-06T03:00,60,13.5,15.8,352.0,25.7,8.2,52.0
2026-02-06T04:00,60,13.9,16.2,378.0,26.5,8.7,49.0
2026-02-06T05:00,60,14.5,16.8,464.0,28.7,9.8,45.0
2026-02-06T06:00,59,15.7,18.1,581.0,31.3,11.3,41.0
2026-02-06T07:00,57,19.7,22.7,659.0,34.3,12.1,37.0
2026-02-06T08:00,55,18.6,22.1,655.0,30.1,11.3,49.0
2026-02-06T09:00,53,18.8,22.7,610.0,24.3,10.1,67.0
2026-02-06T10:00,51,20.8,25.2,581.0,19.3,9.2,86.0
2026-02-06T11:00,49,22.8,25.6,600.0,16.0,8.7,107.0
2026-02-06T12:00,60,24.5,26.7,634.0,13.7,8.3,130.0
2026-02-06T13:00,63,25.3,27.3,639.0,12.3,8.1,146.0
2026-02-06T14:00,64,25.3,28.0,576.0,11.9,7.8,152.0
2026-02-06T15:00,64,24.6,28.1,485.0,12.5,7.7,151.0
2026-02-06T16:00,63,26.8,30.7,436.0,14.2,7.8,144.0
2026-02-06T17:00,58,21.5,24.6,480.0,17.8,8.4,127.0
2026-02-06T18:00,41,19.4,21.9,568.0,22.4,9.4,102.0
2026-02-06T19:00,38,22.3,25.6,618.0,27.1,10.2,81.0
2026-02-06T20:00,38,18.5,21.7,593.0,27.2,10.4,75.0
2026-02-06T21:00,38,17.2,20.7,530.0,27.2,10.7,67.0
2026-02-06T22:00,38,17.1,20.4,468.0,27.0,10.7,61.0
2026-02-06T23:00,38,16.5,19.7,414.0,26.1,10.1,59.0
2026-02-07T00:00,38,14.8,17.8,359.0,25.0,9.2,60.0
2026-02-07T01:00,38,13.8,16.7,319.0,24.3,8.5,59.0
2026-02-07T02:00,38,13.4,16.2,293.0,24.3,8.3,56.0
2026-02-07T03:00,38,13.5,16.2,280.0,24.7,8.4,53.0
2026-02-07T04:00,38,13.6,16.4,295.0,25.7,8.7,50.0
2026-02-07T05:00,38,13.6,16.5,362.0,28.0,9.6,46.0
2026-02-07T06:00,38,16.8,20.1,456.0,30.9,10.8,42.0
2026-02-07T07:00,38,15.3,17.9,519.0,31.4,10.8,43.0
2026-02-07T08:00,38,15.0,17.7,517.0,27.9,10.0,50.0
2026-02-07T09:00,38,14.8,17.7,483.0,23.0,9.0,62.0
2026-02-07T10:00,37,16.3,19.8,460.0,19.1,8.1,75.0
2026-02-07T11:00,37,18.2,20.1,464.0,17.2,7.5,93.0
2026-02-07T12:00,49,24.7,26.2,479.0,16.3,7.2,113.0
2026-02-07T13:00,59,27.6,29.2,498.0,16.2,7.0,129.0
2026-02-07T14:00,62,29.2,30.9,524.0,16.6,7.1,139.0
2026-02-07T15:00,63,29.7,31.2,554.0,17.6,7.4,145.0
2026-02-07T16:00,62,29.3,30.9,575.0,19.7,7.9,143.0
2026-02-07T17:00,58,27.4,28.9,586.0,24.1,9.0,127.0
2026-02-07T18:00,42,26.8,28.1,588.0,29.4,10.4,103.0
2026-02-07T19:00,39,32.1,35.4,576.0,34.9,12.0,84.0
2026-02-07T20:00,40,22.8,25.4,545.0,30.6,10.8,84.0
2026-02-07T21:00,40,16.5,18.8,499.0,24.8,9.2,83.0
2026-02-07T22:00,40,13.0,15.3,452.0,20.2,7.8,82.0
2026-02-07T23:00,40,11.1,13.2,401.0,18.1,6.7,79.0
2026-02-08T00:00,39,10.1,12.1,348.0,17.4,5.8,76.0
2026-02-08T01:00,39,9.8,11.8,310.0,17.4,5.4,72.0
2026-02-08T02:00,38,9.9,11.9,290.0,18.0,5.5,67.0
2026-02-08T03:00,38,10.6,12.6,286.0,19.3,5.9,62.0
2026-02-08T04:00,38,11.8,13.9,308.0,21.4,6.9,56.0
2026-02-08T05:00,38,13.5,15.6,379.0,25.4,8.9,48.0
2026-02-08T06:00,38,15.8,18.0,476.0,30.3,11.4,39.0
2026-02-08T07:00,38,21.1,24.6,546.0,30.7,11.4,42.0
2026-02-08T08:00,38,19.7,23.8,567.0,27.5,10.3,54.0
2026-02-08T09:00,38,19.6,22.2,560.0,23.0,8.9,72.0
2026-02-08T10:00,39,22.6,24.3,542.0,18.6,7.6,92.0
2026-02-08T11:00,51,24.4,26.1,507.0,14.5,6.8,117.0
2026-02-08T12:00,63,23.7,25.2,460.0,10.6,6.3,144.0
2026-02-08T13:00,66,22.8,24.2,430.0,8.2,5.8,161.0
2026-02-08T14:00,66,21.1,22.5,427.0,7.8,5.2,163.0
2026-02-08T15:00,65,18.9,20.3,441.0,8.9,4.7,155.0
2026-02-08T16:00,62,16.2,17.9,474.0,11.2,4.8,142.0
2026-02-08T17:00,55,14.5,16.9,541.0,15.6,6.0,123.0
2026-02-08T18:00,40,15.2,17.1,627.0,21.2,7.8,100.0
2026-02-08T19:00,35,19.2,21.5,688.0,22.4,8.0,87.0
2026-02-08T20:00,34,17.6,19.7,682.0,23.7,8.8,80.0
2026-02-08T21:00,33,18.3,20.1,651.0,25.6,10.0,71.0
2026-02-08T22:00,33,21.5,23.3,678.0,27.9,11.0,61.0
2026-02-08T23:00,34,25.9,27.8,834.0,31.1,11.8,52.0
2026-02-09T00:00,35,28.4,30.4,1048.0,34.8,12.4,42.0
2026-02-09T01:00,37,28.2,30.3,1191.0,37.0,12.5,35.0
2026-02-09T02:00,38,25.5,27.5,1180.0,36.3,11.2,31.0
2026-02-09T03:00,40,24.9,26.7,1099.0,34.2,9.4,30.0
2026-02-09T04:00,42,26.0,27.7,1063.0,33.5,9.3,29.0
2026-02-09T05:00,44,28.4,30.2,1146.0,36.5,12.7,25.0
2026-02-09T06:00,47,31.8,33.6,1274.0,41.0,17.9,20.0
2026-02-09T07:00,49,48.0,50.3,1350.0,46.3,19.0,22.0
2026-02-09T08:00,54,35.6,38.3,1324.0,41.4,17.5,41.0
2026-02-09T09:00,56,27.0,29.8,1245.0,34.6,15.5,69.0
2026-02-09T10:00,58,21.8,24.8,1158.0,28.3,13.6,95.0
2026-02-09T11:00,57,19.6,22.3,1071.0,23.3,12.2,118.0
2026-02-09T12:00,62,18.5,20.9,977.0,18.9,11.0,140.0
2026-02-09T13:00,65,17.6,19.2,900.0,15.5,10.2,158.0
2026-02-09T14:00,68,17.6,18.5,847.0,12.8,9.6,174.0
2026-02-09T15:00,70,17.9,18.8,812.0,11.1,9.4,186.0
2026-02-09T16:00,70,18.3,19.3,795.0,12.4,9.7,186.0
2026-02-09T17:00,66,19.9,21.1,810.0,19.3,11.0,165.0
2026-02-09T18:00,60,26.5,28.9,843.0,29.0,12.7,132.0
2026-02-09T19:00,57,33.3,36.3,861.0,38.3,15.8,106.0
2026-02-09T20:00,60,27.9,30.2,843.0,34.9,14.7,96.0
2026-02-09T21:00,60,24.7,26.8,809.0,30.4,13.3,83.0
2026-02-09T22:00,60,24.0,26.0,784.0,28.1,12.4,70.0
2026-02-09T23:00,61,25.6,27.5,770.0,30.0,12.7,59.0
2026-02-10T00:00,61,27.4,29.6,766.0,34.1,13.7,50.0
2026-02-10T01:00,61,29.8,32.2,787.0,38.1,14.5,41.0
2026-02-10T02:00,61,32.5,35.0,855.0,41.1,14.6,33.0
2026-02-10T03:00,61,34.2,36.9,949.0,43.9,14.7,26.0
2026-02-10T04:00,61,36.0,38.6,1022.0,46.4,15.4,21.0
2026-02-10T05:00,61,37.3,39.9,1058.0,49.0,17.4,15.0
2026-02-10T06:00,62,39.3,42.1,1073.0,51.2,20.1,12.0
2026-02-10T07:00,62,58.7,62.9,1068.0,52.8,24.9,16.0
2026-02-10T08:00,62,53.9,58.2,1037.0,48.6,26.7,42.0
2026-02-10T09:00,63,50.1,55.4,986.0,42.6,29.0,79.0
2026-02-10T10:00,64,44.4,49.7,928.0,36.1,29.8,116.0
2026-02-10T11:00,64,40.6,43.9,864.0,28.6,27.8,153.0
2026-02-10T12:00,71,40.3,42.3,794.0,20.7,24.2,191.0
2026-02-10T13:00,75,39.6,41.4,730.0,15.3,20.8,214.0
2026-02-10T14:00,76,36.0,37.7,669.0,14.0,18.0,217.0
2026-02-10T15:00,74,34.3,36.1,614.0,15.2,15.3,207.0
2026-02-10T16:00,70,29.9,31.5,591.0,17.3,13.1,187.0
2026-02-10T17:00,68,24.1,25.6,631.0,20.4,11.5,154.0
2026-02-10T18:00,68,22.9,24.8,703.0,24.4,10.4,113.0
2026-02-10T19:00,68,21.2,22.6,742.0,28.9,11.2,82.0
2026-02-10T20:00,68,17.9,19.0,721.0,26.8,10.4,75.0
2026-02-10T21:00,67,14.2,15.1,666.0,23.8,9.2,64.0
2026-02-10T22:00,67,11.6,12.3,598.0,20.9,8.0,57.0
2026-02-10T23:00,67,9.2,9.6,510.0,18.0,6.7,55.0
2026-02-11T00:00,66,6.8,7.0,407.0,15.1,5.4,57.0
2026-02-11T01:00,65,5.3,5.5,326.0,13.2,4.5,57.0
2026-02-11T02:00,65,4.8,4.9,263.0,12.6,4.1,56.0
2026-02-11T03:00,64,5.0,5.3,221.0,13.0,4.0,54.0
2026-02-11T04:00,63,5.9,6.2,243.0,14.8,4.6,51.0
2026-02-11T05:00,62,7.7,8.1,387.0,19.7,6.4,42.0
2026-02-11T06:00,61,10.2,10.7,595.0,25.9,8.7,32.0
2026-02-11T07:00,59,15.9,16.9,733.0,28.4,9.5,30.0
2026-02-11T08:00,52,15.0,16.2,737.0,23.9,8.6,46.0
2026-02-11T09:00,45,14.1,15.7,672.0,17.7,7.4,69.0
2026-02-11T10:00,40,12.0,13.5,597.0,12.5,6.2,88.0
2026-02-11T11:00,40,10.0,11.1,515.0,9.3,5.1,100.0
2026-02-11T12:00,45,9.5,10.4,424.0,7.3,4.1,108.0
2026-02-11T13:00,49,9.2,10.0,378.0,6.4,3.5,113.0
2026-02-11T14:00,52,12.7,14.5,395.0,6.4,3.5,118.0
2026-02-11T15:00,54,12.5,14.2,457.0,7.7,3.9,121.0
2026-02-11T16:00,51,13.2,15.1,561.0,11.2,4.8,116.0
2026-02-11T17:00,40,14.0,15.9,727.0,18.3,6.2,99.0
2026-02-11T18:00,30,14.9,16.4,935.0,27.7,8.0,75.0
2026-02-11T19:00,23,23.8,24.9,1120.0,42.9,11.8,41.0
2026-02-11T20:00,23,26.4,27.4,1301.0,44.2,12.4,36.0
2026-02-11T21:00,24,28.2,29.3,1458.0,46.0,13.1,29.0
2026-02-11T22:00,25,29.6,30.9,1471.0,47.2,13.6,24.0
2026-02-11T23:00,26,29.1,30.5,1223.0,47.2,13.5,21.0
2026-02-12T00:00,28,28.8,30.2,830.0,46.5,13.2,20.0
2026-02-12T01:00,30,29.6,31.1,522.0,45.7,13.0,19.0
2026-02-12T02:00,32,29.4,31.1,374.0,44.8,12.9,18.0
2026-02-12T03:00,34,27.5,29.2,311.0,43.8,12.9,18.0
2026-02-12T04:00,36,25.6,27.4,340.0,42.9,13.2,18.0
2026-02-12T05:00,37,24.5,26.2,522.0,42.9,14.2,16.0
2026-02-12T06:00,39,25.1,26.9,796.0,43.1,15.6,14.0
2026-02-12T07:00,40,36.0,37.5,989.0,43.9,15.1,18.0
2026-02-12T08:00,43,25.0,26.8,1021.0,39.1,14.3,36.0
2026-02-12T09:00,45,20.4,22.8,971.0,32.3,13.2,62.0
2026-02-12T10:00,46,21.8,23.9,902.0,26.7,12.0,85.0
2026-02-12T11:00,48,23.1,23.9,814.0,23.4,10.6,104.0
2026-02-12T12:00,53,25.1,25.9,707.0,21.3,9.1,120.0
2026-02-12T13:00,60,27.8,28.7,648.0,19.9,8.1,132.0
2026-02-12T14:00,62,28.9,29.8,674.0,18.8,8.1,141.0
2026-02-12T15:00,63,27.6,28.6,747.0,18.4,8.7,146.0
2026-02-12T16:00,62,24.2,25.3,822.0,19.4,9.3,142.0
2026-02-12T17:00,61,22.6,23.5,901.0,22.7,9.8,122.0
2026-02-12T18:00,61,20.1,21.9,981.0,27.4,10.4,92.0
2026-02-12T19:00,61,31.2,34.0,1006.0,39.6,12.8,66.0
2026-02-12T20:00,61,33.1,36.0,937.0,41.6,13.6,57.0
2026-02-12T21:00,61,34.0,36.9,813.0,44.1,14.7,46.0
2026-02-12T22:00,62,30.6,33.2,700.0,44.5,14.9,38.0
2026-02-12T23:00,62,25.0,27.4,615.0,40.6,13.5,39.0
2026-02-13T00:00,62,20.3,22.6,541.0,34.6,11.3,44.0
2026-02-13T01:00,61,18.2,20.4,491.0,30.2,9.7,47.0
2026-02-13T02:00,61,17.7,19.8,449.0,28.9,9.3,44.0
2026-02-13T03:00,61,18.3,20.4,432.0,29.1,9.5,39.0
2026-02-13T04:00,60,20.1,22.2,502.0,30.1,10.2,35.0
2026-02-13T05:00,60,23.4,25.6,761.0,32.8,11.9,28.0
2026-02-13T06:00,60,26.0,28.4,1108.0,36.2,14.1,22.0
